DiagnosticCentreName,DiagnosticCentreAddress,CityName
"Netram Eye Centre","I1791, C.R. Park, Near IDBI Bank, New Delhi110019. Tel. No. 01141046655",DELHI/HQ/DIRECTORATE/MINISTRY
"Lotus Hospitaland Researchcenter Andmaternity Home","Lotus Hospital and research center Sakkardara Police Station road, Om nagar, near Tiranga Square Road, Sakkardara, Nagpur, Maharashtra 440001
 Tel:- 0712-2706020",Nagpur
"Wecare Path Lab","SCO 12 (Backside), Sector 10-D, Chandigarh
Telephone No. 0172-4171700, Mb. No. 8544870700, 8408005206",Chandigarh
"Jyothi Eye Carecentre","No  152&154 Calve Subraya Chetty Street ,Puducherry-605001 ,
 Phone -0413-2224534 , 2337659",Chennai
"Satya Sai Dental Clinic","D-1376 D Block, Ramsagar Nagar, Indira Nagar, Lucknow.",Lucknow
"Suraksha Diagnostic Private Limited Siliguri","15/10, Udham Singh Sarani, Ashram Para (Opp LIC Building), Sevoke Road, Siliguri - 734401 ",Kolkata
"Shanti Mukund Hospital","2,Institutional Area,Vikas Marg Extn.,New Delhi 110092.",DELHI/HQ/DIRECTORATE/MINISTRY
"Moolchand Kharaiti Ram Hospital","Lajpat Nagar, III, New Delhi. Tel.No. 011 4200 0000.",DELHI/HQ/DIRECTORATE/MINISTRY
"Balajl Institute Of Renal Diseases, Prayagraj","7A/8A. Panna Lal Road, Allahabad-Uttar Predesh-211002",Prayagraj
"Vasundhara Eye Centre","B-219, RAMPHAL CHOWK, SECTOR 7, DWARKA, DELHI",DELHI/HQ/DIRECTORATE/MINISTRY
"Eye Health Clinic","KO-12/12A, 2nd Floor, Near Hanuman Mandir, Sector-49, NOIDA.
9811993061.",DELHI/HQ/DIRECTORATE/MINISTRY
"Prashant Memorial Charitable Hospital","Rd Number 4, Juran Chapra, Brahmapura, Muzaffarpur, Bihar 842001
Mob No. 9570464650",Patna
"Shri Mata Vaishno Devi Narayana Superspeciality Hospital","Shri Mata Vaishno Devi Narayana University, Karkyal, Katra City ",Chandigarh
"Parshwa Dental","21, 1ST FLOOR,TRISHLA COMPLEX, OPP-PODAR SCHOOL, NEW C G ROAD, CHANDKHEDA,
AHMEDABAD-382424 Dr. Shrenik Shah Ph-9328820346 e-mail- shrenik_shah16@yahoo.com",Ahmedabad
"Param Jyoti Eye Center","Plot No. 481, Friends Society, Sec12, Vasundhra, Ghaziabad. Tel.No. 01204329203, 9810611842. ",DELHI/HQ/DIRECTORATE/MINISTRY
"Disha Eye Hospitals Private Limited, New Town","no 29, DG- 20/22, Premises, 0327, Street Number 0327, Action Area 1D, Newtown, New Town, West Bengal 700156",Kolkata
"Dr Ashok Sharma’S Cornea Centre","SCO 2463-64, 2nd floor, sector 22-C, Chandigarh-160022",Chandigarh
"Fortis Escorts Hospital","Majitha-Verka Bypass Road, Amritsar 143004",Chandigarh
"Giri Pushpa Aarogya Hospital","B-13 Adarsh Nagar, Meerut, Uttar Pradesh-250001,
Phone No. 7011613325",Meerut
"The Royal Orthopaedic Hospital","B 73A Lal Kothi Scheme Jaipur",Jaipur
"M/S. Chaithanya Eye Hospital,","Kesavadasapuram, Thiruvananthapuram",Trivandrum
"Dr. Lalchandani Labs","M20, Lower GF, Greater Kailash PartI, New Delhi  110048.",DELHI/HQ/DIRECTORATE/MINISTRY
"Dr Agarwal Eye Hospital, Hadapsar","S.No.31/1,Ground Floor,Kutika,Solapur Road, Hadapsar, Pune-411013",Pune
"Galaxy Multyspeciality Hospital","B Wing, Anand Heights, S. M. D Road, Near Acharya Are Monorail Station, Antophill, Wadala East Mumbai",Mumbai
"Sharanjit Hospital, Jalandhar","5-10, Mahavir Marg, Gujral Nagar, Jalandhar",Chandigarh
"Raju Neuro, Rajahmundry","76-4-7, opposite to Gandhipuram, Gandhi Puram 2, Prakasam Nagar, Rajamahendravaram, Andhra Pradesh 533103
Tel no.  2445199 ; 8142452222 ",Hyderabad
"Aarthi Scans Pvt. Ltd","60, 100 FEET ROAD, VADAPALANI, CHENNAI-26 044-24722420 044-24722421",Chennai
"Rama Dental","9, Nehru Nagar, Near Gosai Tola, Opp. Water Tank, Patliputra, Patna - 800013
Nitin maitin, Miss. Nisha Ph. 7004434525, 0612-2279973 ramadentalpatna@gmail.com",Patna
"Kims Sunshine Hospitals(Sarvejana Health Care Pvt Ltd)","1-7-201 to 205,PG Road, Paradise circle, Opp.Parsi Dharmasala, Secunderabad-500 003. Tel.No.040-44550000, 43444546     ",Hyderabad
"Drishti Eye Care Centre","Shop Plot No 4, First Floor, Anand Complex, Pandav Nagar Patparganj, Delhi110092.  Tel.No. 9810662272,",DELHI/HQ/DIRECTORATE/MINISTRY
"Kailash Deepak Hospital","Kailash Deepak Hospital run  and owned by Deepak Gupta Memorial Foundation Regd. 5-Vikas Marg Karkardoom East Delhi 110092
Nodal Officer
Mahesh Babu Shankhwar
Mob 9717658377",DELHI/HQ/DIRECTORATE/MINISTRY
"Chennai Noble Hospitals Private Ltd","4, AUDIAPPA STREET, PURASAWALKAM, CHENNAI-84 044-40042222 044-26403300",Chennai
"Shri Sai Hospital(Akhilesh Kumar Singh Hospital Pvt. Ltd)","Plot No. DS/2, Behind Geological Survey of India, Mahendralok Apartment, Kankarbagh, Patna - 800020 Ranjan Kumar 9386316980 shrisaihospitalpatna@gmail.com

Mr. Ashutosh Kumar
Mob- 7549776543",Patna
"Jeevan Jyoti Nursing Home","08, Jwala Vihar, Choupasani Road, Jodhpur-342008
",Jaipur
"Apollo Sage Hospital","E-8 Extension, Bawadiya Kalan, Bhopal (M.P) - 462026",Bhopal
"Modern Dental And Oro Maxillofacial Clinic","C-85 Upper Ground Floor Right Side Hari Nagar West Delhi 110064",DELHI/HQ/DIRECTORATE/MINISTRY
"D.K.M. Diagnostic Centre,","Lata Circle,  Kalwar Road",Jaipur
"Shree Retina Care","HIG-28, Main Road, Shankar Nagar, Raipur (C.G.)- 492007",Nagpur
"Sharda Hospital","Plot No. 32&34, Knowledge Park3, Greater Noida201306. Tel. No. 01202329700, 2329722.",DELHI/HQ/DIRECTORATE/MINISTRY
"Tulsi Multispeciality Hospital","B-1 Jyoti Nagar West Durga Puri Chowk Loni Road Shahdara Delhi 110094 Nodal Officer- Mr. Kakkhan Singh Mob. 8410445275 Email tulsigovtpanel@gmailcom",DELHI/HQ/DIRECTORATE/MINISTRY
"J P Hospital, Dhanbad","J P HOSPITAL ",Ranchi
"R G Urology & Laparoscopy Hospital","F12, East of Kailash, New Delhi  110065.  Tel. No. 01171056000.",DELHI/HQ/DIRECTORATE/MINISTRY
"Sanjeevan Hosp. & Research Centre","Ram Nagar Adhartal Jabalpur Tel.No.2461340, 2496627",Jabalpur
"Healthy Smile Dental Clinic & Orthodontic Centre","Opp. P & T Gate No. 04, Sneh Nagar Road, Wright Town Jabalpur Contact-
9981619597",Jabalpur
"Chirayu Medical College & Hospital","Near Bairagarh, Bhainsakhedi, Bhopa (M.P), 0755-2709101",Bhopal
"B.M. Gupta Hospital Pvt. Ltd.","H11 to 15, Uttam Nagar, New Delhi 110059. Tel. No. 01147157777.",DELHI/HQ/DIRECTORATE/MINISTRY
"Eyemax Eye Hospital, Uppal","Opp KLM Shopping Mall, Pillar No. 94, Medipally, Hyderabad - 500098 Tel. No. 040-49542222 	Sathish Mob 9133707070   eyemaxhospitaltpa@gmail.com
",Hyderabad
"Asg Hospital Pvt. Ltd.","Ground Floor, Cello Platina FC Road, Shivaji Nagar, Pune City,Pune-411005",Pune
"Dento Hub","GG1/23B, Vikas Puri, New Delhi110018.Tel. No. 01145110704",DELHI/HQ/DIRECTORATE/MINISTRY
"Rana Eye Centre","C8/28, Sector7, First Floor, Sai Baba Chowk, Rohini, Opp. Metro Pilar, 394, Delhi  110085. Tel. No. 01145100652.",DELHI/HQ/DIRECTORATE/MINISTRY
"Basavatarakam Indo American Cancer Hospital & Research Centre","Road No.10, Banjara Hills, Hyderabad – 500 034, Tel.No.040-23551235,23607944, 23542057 ",Hyderabad
"Verma Hospital","MeeraKot Chowk, Khairabad Road, Amritsar-143001 (Punjab)
Tel: 0183-5070801 Mob: 9872599801",Chandigarh
"Ratandeep Hospital & Research Center","Ratandeep Hospital & Research Center, 1-6 Moti Vihar, 117/K/13, behind Rawatpur Railway Crossing, Kanpur- 208025. Ph-2501884. Fax-2501885, E-mail id:
ratnadeephospital@gmail.com",Kanpur
"Vinod Memorial Multispeciality Hospital","CTS No. 285, Survey No. 113, Alandi Rd, Vishrantwadi, Pune - 411015",Pune
"Bajaj Eye Care Centre","101, Vikas Surya Plaza, Pt. No. 7, DDA Community Centre, Rd No. 44, Pitampura, New Delhi. Tel. No. 9811260680, 47024919",DELHI/HQ/DIRECTORATE/MINISTRY
"Suraj Eye Institute","559 New Colony, Nagpur-440001.

0712-2595600, 6453331, 9372153003, 9372153004
",Nagpur
"Jeevan Rekha Critical Care And Trauma Hospital","S-24, Jeevan Rekha Marg,    Central Spine ",Jaipur
"Rajveer Health Services Pvt.Ltd. Phoenix Hospital","Near Victoria-03 Hotel, Opp. Rhythm Society, Kalewadi Phata, Thergaon, Pune- 411033.",Pune
"Dr. Agarwal Eye Hospital, Hyderabad","Plot No.6-3-712/80 ",Hyderabad
"North City Diagnostic Centre Pvt. Ltd","35A, Canal West Road, Kolkata - 700 004",Kolkata
"Gayatri Hospital, Ghaziabad","Gayatri Hospital, A Unit of AAS Medicare private Limited, NH B-2, Lohia Nagar, Ghaziabad, UP-201001. Nodal Officer: Komal Verma, Mob. 9899232924. Manoj Kumar, Mob. 7503040661 Email: vermakomal110@gmai",DELHI/HQ/DIRECTORATE/MINISTRY
"New Era Hospital(Eye Unit)","Central Avenue Road near telephone exchange chowk, Queta Colony Near Jalaram Mandir, Nagpur-440008
Ph-07122764544, 2766244, 6647777, 6647070
Email - newerahospitalngp@gmail.com 
",Nagpur
"Hope Hospital","JAI JAVAN COLONY-II, 8",Jaipur
"Grewal Eye Institute, Chandigarh","SCO No. 168-169, Sector 9-C, Chandigarh",Chandigarh
"Fortis Hospital Mohali","Sec 62, Phase 8,Mohali",Chandigarh
"Healing Hospital And Institute Of Paramedical Sciences","SCO 18-19 Sub City Centre  Sec 34-A Chandigarh-160022 ",Chandigarh
"Dharamshila Narayana Super Specialty Hospital","Dharamshila Marg Vasundhara Enclave, Delhi Tel. 011 43066666, 43066587.",DELHI/HQ/DIRECTORATE/MINISTRY
"Shalby Hospital Naroda(Unit Of Shalby Ltd)","Haridarshan cross road,Naroda,Ahmedabad                     079-71238889                                  email:
info.naroda@shalby.org MrVasantThete",Ahmedabad
"Asg Hospital Pvt. Ltd.","P. No. 7-8",Jaipur
"The Caring Touch","R721, New Rajinder Nagar, New Delhi. Tel. No. 01128745151, 28745252. Nodal Officer:
Ms. Payal Manchanda
Mob. No. 9650854711
tcteyecare@gmail.com; 
",DELHI/HQ/DIRECTORATE/MINISTRY
"Dr. Lal Pathlabs Pvt. Ltd.","N-27, GB Nagar, Sector-18, Noida, Gautam Buddha Nagar, UP-201301 
Nodal Officer: Jitendra Sharma  
Mob. No. 8527999141 
Email Id. sharma.jitendra@lalpathlabs.com 
",DELHI/HQ/DIRECTORATE/MINISTRY
"Seven Star Hospital, (A Unit Of Nagpur Institute Of Surgical","NIT Bus Terminal Complex, Sant Jagnade Square, Nandanwan, Nagpur-440009 Contact No. :- 0712-6699811/ 6699822                                                                                            ",Nagpur
"Ajanta Hospital And Ivf Centre Pvt. Ltd.","765, ABC Complex, Kanpur Road, Alambagh, Lucknow, U.P-226005.",Lucknow
"Jaipur Hospital,"," Near S.M.S. Stadium ",Jaipur
"Dev Dental Hospital","Shop No. 5, Alpana Colony, Near- Khatipura Bridge, Jhotwara, Jaipur ",Jaipur
"Florem Hospital","Majitha Road, Bye Pass Chowk, Amritsar, Punjab-143001",Chandigarh
"Nidhi Eye And Multispeciality Hospital","19F/52/1, Janta Colony Shahganj, Agra, U.P 282010.",Lucknow
"Pondicherry Institute Of Medical Sciences","GANAPATHICHETTIKULLAM KALAPET  PUDUCHERRY",Chennai
"Abhishek Hospital","C-2, New Azad Nagar, Kalyanpur Kanpur, Mob No. 9026717595 E mail id. arvindsingh117@gmail.com ",Kanpur
"Madhav Netralaya (Eye Institute","Purushottam Bhavan, Samaj Bhushan Griha Nirman Sahakari Sanstha, Ajani, Nagpur-440015 (M.H)",Nagpur
"Metro Hospital & Cancer Research Centre (A Unit Of Satya Sai Cancer Society)","Kuchaini Parisar, Near Damoh Naka Bus Stand, Jabalpur.
Tel. No. 2641661,
4062000.",Jabalpur
"Kankhya Dental And Implant Centre","Shop No 3 Sector 12 Main Market R K Puram New Delhi110022
Nodal Officer Dr Deepmala Rathore  Mob No 7217797563",DELHI/HQ/DIRECTORATE/MINISTRY
"Drishti Eye Institute (Unit Of Luthra Hospitals Pvt. Ltd.)","58, Chakrata Road, Dehradun",Dehradun
"Ram Ratan Hospital Managed And Operated By Fortis Hospital","Ram Ratan Hospital Managed and Operated by Fortis Hospital A UNIT OF M/S R.R. LIFESCIENCES PRIVATE LTD., SH-06, SITE-IV, SURAJPUR INDUSTRIAL AREA, GREATER NOIDA, UP-201310",DELHI/HQ/DIRECTORATE/MINISTRY
"Asha Hospital, Prayagraj","89/276, MUIR ROAD, RAJAPUR, ALLAHABAD",Prayagraj
"Metropolis Healthcare Limited","No. 3, JAGANNATHAN ROAD,  NUNGAMBAKKAM, CHENNAI - 600 034. 
Tel. 4292 5555",Chennai
"M/S. Vasan Health Care Private Limited, Hyderabad 2022","PNR Empire Complex, Above Lalitha Jwellers, KPHB Colony, Kukatpally, Hyderabad
",Hyderabad
"Renova Soumya Cancer Center","3 7 218 219 karkhana Secunderabad 500015
PMJAY Nodal person:NG REDDY,
Contact no:8688243343,
Email:corporate@raenovahospitals.com",Hyderabad
"Boon Dental Care Clinic.","UG-3, First Floor, Diamond Tower Udaiganj, Cantonment Road, Near Hanuman Mandir, Lucknow-226010.",Lucknow
"Meesha Healthcare","Shop No 3 1st Floor La View Building B J Marg Jacob Circle Mahalaxmi Mumbai 400011",Mumbai
"Dental Square","1485/1        Napier
Town,           Home Science      College Road               Opp.
Madan        Mahal
Police         Station Jabalpur.
0761-4073555",Jabalpur
"Malik Dental Clinic And Implant Centre","C-4, Vineet Estate, Near Railway Crossing, Shankar Nagar, Raipur, Chhattisgarh -492007",Nagpur
"Mayo Medical Centre Pvt. Ltd.","Vikaskhand 2, Vikas Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",Lucknow
"M/S. Goutham Hospital +,","PB-868, Mother Teresa Rd, Panayappilly, Chullickal, Kochi, Kerala 682005",Trivandrum
"Dwivedi Hospital","117/H-2/168-A, Pandu Nagar, Kanpur. Ph.2234666, 2234667
9935275658, 9453027720 E-mail :
dwivedihospital@gmail.com",Kanpur
"Hcg Panda Cancer Hospital","NH 16, TELEGA PENTHA, CUTTACK",Bhubaneswar
"Shri Ram Super Specialty Surgical Centre Pvt. Ltd. Emapnelled W.E.F. 16.04.2021","P.N. 1 & 1 A Opp. Maha Mandir  ",Jaipur
"Dr Ramesh Cardiac And Multispeciality Hosp P Ltd, Vijayawada","Ward 33 D, Ramesh Hospital Road, ITI Bus Stop, Vijayawada, Krishna District, Andhra Pradesh - 520008   ",Hyderabad
"Bhimseria Eye","Vidhan Sabha Main Road, Amaseoni, Raipur-493111 (Chhattisgarh) ",Nagpur
"Shri Ganesh Vinayak Eye Hospital","Pachpedi Naka, New Dhamtari Road, Lalpur, Opp. Colors Mall, Raipur (C.G.)- 492001
Tel:- 0771-4077741/42/43
",Nagpur
"Dental Park Dental And Maxiloficial Centre","SD 375 Dental Park Road D Block Shastri Nagar Ghaziabad UP 201002 Nodal Officer Dr Akash Arora Mob 9013591762 Email draakasharora@gmail.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Birla Eye And Child Hospital","2 N-22 Chota Choraha dadabari Kota",Jaipur
"Moolani Eye Care  Centre","103,Pundol Apartments,160,MG Road,Pune-411001",Pune
"Tarak Hospital India Pvt. Ltd.","C7, Jai Bharat Enclave, Dwarka Mor, Opp. Metro Pillar No. 789, New Delhi110059",DELHI/HQ/DIRECTORATE/MINISTRY
"Teethzz Dental Clinic","208, Sterling Center, Above Barista Cafe, Opp. Hotel Aurora Towers, M.G. Road, Camp, Pune - 411001",Pune
"Trinetra Superspeciality Eye Hospital","4/144, Vibhav Khand, Gomti Nagar, Lucknow, UP",Lucknow
"Guru Gobind Singh Memorial Hospital, Prayagraj","50/26-C Strachey Road, Civil lines, Prayagraj, India, Uttar Pradesh",Prayagraj
"Batalia Eye Hospital","Near Clock Tower Jabalpur
Tel No. 0761-
2622136",Jabalpur
"C.B. Memorial Nursing Home","K-67, Palhera Chopla, Pallavpuram, Phase-2, Meerut",Meerut
"Sahdeo Hospital (A Unit Of Sahdeo Hospital Pvt. Ltd.)","NH- 33, Sector Omega-1, Greater Noida -201306, Nodal Officer: Dr Syed Ali Mehdi, Mobile No. 9716916962 Email Id. sahdeo.hospital118@gmail.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Emc Super Speciality Hospital","Green Avenue, Backlane DC Residence, Amritsar 143001, Punjab",Chandigarh
"Vijayalakshmi Eye Hospital, Tiruchirappalli","bus stop, 92, Vayalur Rd, Ganapathy Nagar, Shanmuga Nagar, Uyyakondan Thirumalai, Tiruchirappalli, Tamil Nadu 620102
10.814832926205893",Chennai
"Fortis Hospitals Limited Mulund","Fortis Hospitals Ltd. Mulund Goregaon Link Road, Mumbai - 400078",Mumbai
"Sharp Sight Eye Hospital","Aadya Heights, Ashiyana Digha Road, Ashiyana More, Patna - 800025",Patna
"V R R Scan (A Unit Of Vrr Diagnostic Services Pvt. Ltd., Chennai)","No. 10, Habibullah Road, T. Nagar, Chennai-17.",Chennai
"Mahajan Imaging  Pvt. Ltd.","Time Square Building, Sushant Lok Marg, Gurugram122002. Tel. No. 01244938000 ",DELHI/HQ/DIRECTORATE/MINISTRY
"Kangla Diagnostic Centre","RIMS Road, Imphal West, Manipur - 795004",Shillong
"Mira Superspecialty Hospital","Mira Bldg, Opp D Mart, Near Salasar Business Park, 150 Feet Cross Road, Bhayandar West, Thane 401101 Mob No. 8591110773
",Mumbai
"M/S. Asian Vascular Hospital Pvt, Ltd.,","2b, Road No. 12, Sai Enclave, Sri Ram Nagar Colony, Banjara Hills, Hyderabad, Telangana 500034  mail Id : marketinginfo.avh@gmail.com
 billing@asianvascularhospitals.com
 ""
 ""Contact Person : Mr. Vijay
 Mob : 7794881427
 Nodal Officer :",Hyderabad
"Dr.Solanki Eye Hospital Pvt Ltd",info@drsolankieyehospital.com,Bengaluru
"Queens Nri Hospital, Visakhapatnam","50-53-14 Gurudwara Lane Seethamadhara Visakhapatnam Tel no-0891 2827777",Hyderabad
"Cks Hospitals","F 98 A Road No. 6 VKI Jaipur",Jaipur
"Trisha Multispeciality Hospital","6-7th floor, dream square complex, opp. ramdevpir temple, nirnay nagar underbridge, nava vadaj, ahmedabad - 380013",Ahmedabad
"Surya Eye Institute And Research Centre Pvt Ltd","9, Aroto House, Saidham, P.K.Road, Mulund (W), Mumbai-400080, 022-25907733/25917733",Mumbai
"Vision Plus Eye Centre","Kisan Tower, Golf Marg, Sec51, Noida201301. Tel. No. 01202480480 ",DELHI/HQ/DIRECTORATE/MINISTRY
"Aloka Medicare Pvt Ltd (Calcutta Heart Research Centre)","114B, Sarat Bose Rd, Lansdown, Dover Terrace, Bhowanipore, Kolkata, West Bengal 700029",Kolkata
"Lalitha Dental Speciality Centre","No.511/47, Sree Niketana, 8th Cross, 7th block, West of Kanakapura Road, Opp. Nethradhama Eye Hospital, Jayanagar, Bengaluru - 570 070",Bengaluru
"Janki Global Multispeciality Hospital","Chaitanya Palace, 1st Floor, Near Anmol Garden, Beside Sai Marriage Hall, Pisavali, Shree Malang Road, Kalyan (East) 421306.
",Mumbai
"Regency Hospital Ltd. Sarvodaya Nagar","Regency Hospital Ltd. A-2 Sarvodaya Nagar, Kanpur 208005",Kanpur
"Vydehi Institute Of Medical Science & Research Centre",Mhc_nazia2799@vimsmail.com,Bengaluru
"Chandni Hospital Pvt. Ltd.","9/60, Arya Nagar, Kanpur. Ph. 0512 2551185, 2551885,
9450604291
E-mail:chandnihospital@gmail.com.",Kanpur
"Apollo Clinic,  Jessore Road (A Unit Of Midas Touch Healthcare Private Limited Kolkata)","986/3 Jessore Road, Kolkata - 700055",Kolkata
"Bharti Eye Hospital","E52, Greater KailashI, New Delhi. Tel. No. 01129240000, 29230000.",DELHI/HQ/DIRECTORATE/MINISTRY
"Orofacial Care Centre, Prayagraj","7D-2A TASHKAND MARG CIVIL LINES PRAYAGRAJ",Prayagraj
"Iris Hospital (A Unit Of Iris Health Services Limited)","No. 82, 1, Raja Subodh Chandra Mallick Rd, next to Big Bazaar, Vidyasagar Colony, Ganguly Bagan, Kolkata, West Bengal 700047",Kolkata
"Sri Sri Holistic Hospitals ( A Unit Of Sree Ramachandra Health Services Pvt., Ltd.,)","1-2-49/138, Nizampet Road, Hydernagar, Kukatpally, Hyderabad-500 072. Tel.No.040-44108108, ",Hyderabad
"Anant Nursing Home Pvt. Ltd.","Madan Mahal Railway Station Road, Wright Town, Jabalpur. Tel.0761- 2411961-62,
4006494/96",Jabalpur
"Gupta Multispeciality Hospital","Dhandhu Ram Market, Bawana, Delhi110039.",DELHI/HQ/DIRECTORATE/MINISTRY
"Khandelwal Heart Institute","MS-2, Kukarkheda,  Opp. V.K.I. Road No. 03, Sikar Road, Jaipur-302039
",Jaipur
"Mittal Dental Clinic","Shop No. 6 & 7, Old Anaj Mandi, Ambala City, Haryana",Chandigarh
"Abhinav Balaji Superspeciality Hospital","F-33 Ganga Banquet Road Sector-5 Rajender Nagar Sahibabad Ghaziabad 201005 Dr. Ruma Gupta Mob. 9891040215 Email- balajihospitalabsh@gmail.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Galaxy Diagnostics","R71, Railway Enclave, Opp. Indirapuram Public School, Pratap Vihar, Sec12, Ghaziabad. ",DELHI/HQ/DIRECTORATE/MINISTRY
"Ziagnosis, The Diagnostic Lab","D-89,100 ft.Road, Chhatarpur Enclave, Phase-2, New Delhi-110074
Nodal Officer:-Dr. Hina Akbar,
Mob:-8882689488
Email:-ceo@ziagnosis.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Ojas Multispeciality Hospital","Sr. No.203/1, D.Y. Patil College Road, Near Bhondve Corner, Ravet , Pune- 412101, Maharashtra",Pune
"Rv Metropolis And Diagnostic And Health Care Centre Pvt Ltd"," cghs.rv@metropolisindia.com",Bengaluru
"Happy Tooth Dental Care","Ishwar Enclave, PPCompound, MainRoad, Ranchi-834002",Ranchi
"Mittal Hospital & Research Centre","Pushkar Road",Jaipur
"Johal Multispeciality Hospital, Jalandhar","Hoshiarpur Road, Rama Mandi,Jalandhar144005",Chandigarh
"Hcg Pinnacle Cancer Centre   Visakhapatnam","Plot No.10,11 ",Hyderabad
"Dr Agarwal Eye Hospital, Rajahmundry","D No. 54-9-8, Anala Venkatappa Road, Sheela nagar, Addepally Colony, Rajahmundry-533103",Hyderabad
"Drs Northex Eye Institute Pvt. Ltd.","C9/34, First Floor, Sector7, Rohini, Delhi  110085. Tel. No. 01127054949",DELHI/HQ/DIRECTORATE/MINISTRY
"Retina Care Hospital","A-1, Neelgagan Apartment, Humpyard Road, Dhantoli, Nagpur-440012 

Contact no. :-  8411990900

Email:- akshay06020@gmail.com  


",Nagpur
"Saroj Gupta Cancer Research Centre","Mahatma Gandhi Rd, Cancer Hospital, Greater Bakul Bithi, Thakurpukur, Kolkata, Chak Thakurani, West Bengal",Kolkata
"Leela Dental Clinic","9, Hakikat Nagar, Gate No.1, GTB Nagar, Kingsway Camp, Delhi110009. Tel. No. 01127658182.",DELHI/HQ/DIRECTORATE/MINISTRY
"Janjyoti Super Speciality Eye Hospital","1051- Golebazar. Near Kesharwani college, Ranital Jabalpur  0761-
2404608, 4007033",Jabalpur
"Mayuresh Hospital","1st Floor, Mayuresh Trade Centre, Vashi Turbhe Road, Vashi, Navi Mumbai 400703, MOB NO- 8298298185
",Mumbai
"J.A. Aneja Multispeciality Dental Centre","283/23B, 28, Vishnu Garden Extn, New Delhi  110018. Tel. No. 0116999009.",DELHI/HQ/DIRECTORATE/MINISTRY
"Dr. Chhabras Dental Clinic","1097, Sector4, Gurgaon, Haryana. Tel.No. 01242339929. 9811080982. ",DELHI/HQ/DIRECTORATE/MINISTRY
"Medicare Multispeciality Hospital","2nd Floor, Gulmohar Complex, Chhindwara Road, Mankapur, Nagpur-440008

0712-3271374
medi_care_hospital@yahoo.com
",Nagpur
"Yashroop Hospital","12P, Sector9, Gurgaon122001.",DELHI/HQ/DIRECTORATE/MINISTRY
"Shree Ganesh Netralaya","304-305-306, The Mark, 20-A, 
Old Palasia, Indore (M.P) - 452018
",Bhopal
"Synergy Plus Hospital Agra","Shanti Plaza Suraj Bhan Ki Bagichi Near Guru Ka Tall NH-19 Agra Uttar Pradesh-282007",Lucknow
